1:ItNr	2:Metric	2:Metric0	2:Metric1	3:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Metric-LC	Metric-OC	Metric-PC	Time0[ms]	Time1[ms]	Time[ms]	||Gradient-LC||	||Gradient-OC||	||Gradient-PC||
13	-0.404930	-0.817333	0.007473	1.000000	0.000145	0.000203	0.000096	0.0000000603	0.0029328960	0.0001547300	383.7	20.6	404.4	0.0000022196	0.0001196018	0.0001043797
14	-0.405017	-0.817367	0.007332	1.000000	0.000147	0.000198	0.000093	0.0000000596	0.0028933046	0.0001486095	374.4	20.8	395.3	0.0000022054	0.0001178878	0.0001017228
15	-0.405109	-0.817416	0.007198	1.000000	0.000144	0.000194	0.000089	0.0000000589	0.0028549576	0.0001429682	360.6	20.5	381.2	0.0000021922	0.0001162345	0.0000992291
16	-0.405201	-0.817470	0.007067	1.000000	0.000146	0.000190	0.000086	0.0000000582	0.0028171258	0.0001374748	376.0	20.9	397.1	0.0000021780	0.0001145932	0.0000967444
17	-0.405292	-0.817528	0.006943	1.000000	0.000144	0.000185	0.000084	0.0000000576	0.0027806032	0.0001324279	365.3	21.2	386.6	0.0000021652	0.0001130169	0.0000944262
18	-0.405388	-0.817597	0.006821	1.000000	0.000146	0.000181	0.000082	0.0000000569	0.0027447265	0.0001274997	383.2	22.1	405.5	0.0000021514	0.0001114575	0.0000921101
19	-0.405477	-0.817660	0.006707	1.000000	0.000144	0.000178	0.000080	0.0000000563	0.0027100936	0.0001230082	374.1	20.6	394.8	0.0000021393	0.0001099628	0.0000899697
20	-0.405554	-0.817703	0.006595	1.000000	0.000147	0.000174	0.000077	0.0000000557	0.0026762755	0.0001186582	362.3	21.4	383.9	0.0000021265	0.0001084949	0.0000878564
21	-0.405626	-0.817742	0.006490	1.000000	0.000145	0.000170	0.000076	0.0000000552	0.0026437825	0.0001147381	405.7	21.3	427.1	0.0000021155	0.0001070984	0.0000859362
22	-0.405704	-0.817795	0.006387	1.000000	0.000151	0.000167	0.000074	0.0000000547	0.0026119733	0.0001108845	371.5	21.3	393.0	0.0000021034	0.0001057215	0.0000840108
23	-0.405775	-0.817844	0.006295	1.000000	0.000151	0.000164	0.000075	0.0000000542	0.0025820088	0.0001076804	427.5	22.2	449.8	0.0000020941	0.0001044688	0.0000824212
24	-0.405841	-0.817885	0.006204	1.000000	0.000171	0.000160	0.000080	0.0000000538	0.0025536555	0.0001042534	365.7	22.4	388.3	0.0000020820	0.0001032272	0.0000806630
25	-0.405892	-0.817918	0.006133	1.000000	0.000176	0.000158	0.000087	0.0000000535	0.0025290536	0.0001021625	363.0	22.2	385.3	0.0000020772	0.0001022562	0.0000796531
26	-0.405947	-0.817953	0.006059	1.000000	0.000206	0.000156	0.000095	0.0000000531	0.0025064873	0.0000993020	397.2	20.7	418.0	0.0000020654	0.0001012443	0.0000781436
27	-0.405986	-0.817982	0.006011	0.500000	0.000195	0.000154	0.000096	0.0000000530	0.0024879902	0.0000981577	370.9	21.0	392.0	0.0000020646	0.0001005640	0.0000776379
28	-0.406024	-0.818027	0.005979	0.500000	0.000144	0.000153	0.000064	0.0000000528	0.0024784640	0.0000969128	373.1	20.6	393.8	0.0000020590	0.0001001305	0.0000769734
29	-0.406060	-0.818058	0.005939	0.500000	0.000144	0.000152	0.000064	0.0000000526	0.0024649326	0.0000956394	369.1	21.8	391.1	0.0000020550	0.0000995754	0.0000763301
30	-0.406095	-0.818089	0.005899	0.500000	0.000144	0.000151	0.000063	0.0000000525	0.0024515331	0.0000943920	379.2	20.4	399.7	0.0000020510	0.0000990283	0.0000756988
31	-0.406136	-0.818134	0.005861	0.500000	0.000143	0.000149	0.000062	0.0000000523	0.0024384258	0.0000932133	379.2	22.6	401.9	0.0000020473	0.0000984971	0.0000751067
32	-0.406187	-0.818197	0.005823	0.500000	0.000143	0.000148	0.000062	0.0000000522	0.0024253043	0.0000920415	374.9	20.6	395.6	0.0000020436	0.0000979684	0.0000745158
33	-0.406223	-0.818231	0.005786	0.500000	0.000142	0.000147	0.000061	0.0000000520	0.0024124162	0.0000909097	388.6	21.9	410.7	0.0000020402	0.0000974503	0.0000739470
34	-0.406259	-0.818267	0.005749	0.500000	0.000142	0.000146	0.000060	0.0000000519	0.0023996539	0.0000898020	384.8	22.2	407.2	0.0000020370	0.0000969395	0.0000733907
35	-0.406294	-0.818302	0.005713	0.500000	0.000142	0.000145	0.000060	0.0000000518	0.0023870577	0.0000887336	369.9	22.0	392.0	0.0000020339	0.0000964387	0.0000728567
36	-0.406328	-0.818333	0.005678	0.500000	0.000143	0.000143	0.000059	0.0000000517	0.0023747687	0.0000877092	382.5	21.4	404.1	0.0000020311	0.0000959520	0.0000723480
37	-0.406358	-0.818360	0.005644	0.500000	0.000142	0.000142	0.000058	0.0000000516	0.0023627627	0.0000867376	362.3	20.7	383.0	0.0000020284	0.0000954802	0.0000718707
38	-0.406390	-0.818391	0.005611	0.500000	0.000142	0.000141	0.000058	0.0000000515	0.0023508977	0.0000857985	370.2	22.0	392.3	0.0000020259	0.0000950185	0.0000714132
39	-0.406420	-0.818418	0.005579	0.500000	0.000141	0.000140	0.000057	0.0000000514	0.0023392240	0.0000849000	388.6	21.5	410.2	0.0000020236	0.0000945685	0.0000709810
40	-0.406455	-0.818457	0.005547	0.500000	0.000142	0.000139	0.000056	0.0000000513	0.0023275815	0.0000840190	358.4	21.5	380.0	0.0000020215	0.0000941227	0.0000705587
41	-0.406487	-0.818489	0.005516	0.500000	0.000141	0.000139	0.000056	0.0000000513	0.0023162962	0.0000831935	407.8	22.9	430.8	0.0000020198	0.0000936937	0.0000701713
42	-0.406518	-0.818520	0.005485	0.500000	0.000141	0.000138	0.000055	0.0000000512	0.0023050398	0.0000823748	381.9	21.9	403.9	0.0000020181	0.0000932674	0.0000697870
43	-0.406546	-0.818547	0.005455	0.500000	0.000141	0.000137	0.000055	0.0000000512	0.0022940122	0.0000815972	381.2	20.9	402.2	0.0000020168	0.0000928533	0.0000694281
44	-0.406578	-0.818582	0.005426	0.500000	0.000141	0.000136	0.000054	0.0000000511	0.0022831790	0.0000808437	377.9	21.0	399.0	0.0000020155	0.0000924492	0.0000690838
45	-0.406607	-0.818612	0.005397	0.500000	0.000140	0.000135	0.000054	0.0000000511	0.0022725423	0.0000801304	373.0	20.8	394.0	0.0000020146	0.0000920563	0.0000687649
46	-0.406636	-0.818642	0.005369	0.500000	0.000140	0.000134	0.000053	0.0000000511	0.0022620495	0.0000794318	367.9	21.6	389.6	0.0000020137	0.0000916713	0.0000684552
47	-0.406666	-0.818673	0.005342	0.500000	0.000140	0.000134	0.000053	0.0000000510	0.0022516682	0.0000787742	373.7	22.1	395.9	0.0000020132	0.0000912958	0.0000681714
48	-0.406698	-0.818711	0.005315	0.500000	0.000140	0.000133	0.000052	0.0000000510	0.0022415361	0.0000781315	374.4	21.6	396.1	0.0000020127	0.0000909295	0.0000678956
49	-0.406732	-0.818754	0.005289	0.500000	0.000139	0.000132	0.000052	0.0000000510	0.0022315967	0.0000775066	389.3	21.4	410.8	0.0000020125	0.0000905718	0.0000676311
50	-0.406760	-0.818784	0.005263	0.500000	0.000138	0.000132	0.000051	0.0000000511	0.0022216888	0.0000768995	382.8	22.1	405.1	0.0000020124	0.0000902188	0.0000673767
51	-0.406787	-0.818812	0.005238	0.500000	0.000138	0.000131	0.000051	0.0000000511	0.0022117742	0.0000763059	377.2	20.7	398.1	0.0000020125	0.0000898680	0.0000671299
52	-0.406815	-0.818842	0.005212	0.500000	0.000138	0.000130	0.000051	0.0000000511	0.0022019920	0.0000757211	395.8	21.0	416.9	0.0000020129	0.0000895216	0.0000668874
53	-0.406842	-0.818871	0.005188	0.500000	0.000138	0.000130	0.000050	0.0000000511	0.0021924528	0.0000751478	374.6	20.7	395.5	0.0000020136	0.0000891824	0.0000666512
54	-0.406869	-0.818901	0.005163	0.500000	0.000137	0.000129	0.000050	0.0000000512	0.0021831235	0.0000745988	377.1	21.8	399.1	0.0000020144	0.0000888540	0.0000664292
55	-0.406898	-0.818936	0.005140	0.500000	0.000137	0.000128	0.000049	0.0000000512	0.0021737570	0.0000740804	363.1	21.3	384.5	0.0000020154	0.0000885307	0.0000662259
56	-0.406925	-0.818966	0.005116	0.500000	0.000137	0.000128	0.000049	0.0000000513	0.0021646985	0.0000735733	398.9	21.3	420.4	0.0000020166	0.0000882163	0.0000660291
57	-0.406951	-0.818995	0.005094	0.500000	0.000136	0.000127	0.000049	0.0000000514	0.0021557508	0.0000731126	379.9	21.1	401.0	0.0000020180	0.0000879136	0.0000658617
58	-0.406977	-0.819025	0.005072	0.500000	0.000136	0.000127	0.000048	0.0000000514	0.0021468950	0.0000726368	373.2	23.4	396.8	0.0000020194	0.0000876127	0.0000656841
59	-0.407000	-0.819050	0.005049	0.500000	0.000136	0.000126	0.000048	0.0000000515	0.0021380435	0.0000721830	380.1	21.8	402.1	0.0000020213	0.0000873145	0.0000655185
60	-0.407025	-0.819078	0.005028	0.500000	0.000136	0.000126	0.000048	0.0000000516	0.0021294806	0.0000717189	365.8	22.1	388.0	0.0000020230	0.0000870236	0.0000653461
61	-0.407052	-0.819111	0.005007	0.500000	0.000135	0.000125	0.000047	0.0000000517	0.0021209992	0.0000713205	380.3	21.4	401.8	0.0000020254	0.0000867431	0.0000652124
62	-0.407076	-0.819138	0.004986	0.500000	0.000137	0.000125	0.000047	0.0000000518	0.0021126728	0.0000708805	376.3	21.4	397.9	0.0000020273	0.0000864630	0.0000650516
63	-0.407102	-0.819170	0.004967	0.500000	0.000135	0.000125	0.000047	0.0000000519	0.0021046756	0.0000705586	380.4	21.4	401.9	0.0000020304	0.0000862081	0.0000649644
64	-0.407125	-0.819198	0.004947	0.500000	0.000137	0.000124	0.000047	0.0000000520	0.0020967493	0.0000701196	392.6	21.4	414.2	0.0000020326	0.0000859375	0.0000647986
65	-0.407150	-0.819229	0.004929	0.500000	0.000135	0.000124	0.000048	0.0000000521	0.0020890232	0.0000698585	371.7	20.6	392.4	0.0000020360	0.0000856996	0.0000647436
66	-0.407176	-0.819261	0.004909	0.500000	0.000139	0.000123	0.000048	0.0000000522	0.0020814987	0.0000694092	392.6	21.5	414.2	0.0000020382	0.0000854382	0.0000645650
67	-0.407196	-0.819284	0.004893	0.500000	0.000136	0.000123	0.000049	0.0000000524	0.0020742077	0.0000692067	377.5	20.7	398.3	0.0000020422	0.0000852203	0.0000645390
68	-0.407219	-0.819312	0.004874	0.500000	0.000140	0.000123	0.000049	0.0000000525	0.0020670985	0.0000687542	373.6	21.3	395.1	0.0000020442	0.0000849696	0.0000643521
69	-0.407238	-0.819335	0.004859	0.500000	0.000138	0.000122	0.000049	0.0000000527	0.0020602568	0.0000685899	382.6	20.9	403.6	0.0000020486	0.0000847693	0.0000643432
70	-0.407261	-0.819364	0.004842	0.500000	0.000142	0.000122	0.000050	0.0000000528	0.0020536531	0.0000681662	375.4	20.5	396.1	0.0000020507	0.0000845376	0.0000641700
71	-0.407279	-0.819387	0.004828	0.500000	0.000141	0.000122	0.000051	0.0000000530	0.0020470983	0.0000680518	411.1	21.3	432.6	0.0000020555	0.0000843501	0.0000641823
72	-0.407301	-0.819415	0.004812	0.500000	0.000144	0.000121	0.000051	0.0000000531	0.0020411404	0.0000676468	377.2	21.3	398.6	0.0000020575	0.0000841375	0.0000640140
73	-0.407318	-0.819435	0.004799	0.500000	0.000143	0.000121	0.000052	0.0000000533	0.0020350839	0.0000675864	379.4	21.5	401.0	0.0000020626	0.0000839702	0.0000640516
74	-0.407339	-0.819462	0.004785	0.500000	0.000145	0.000121	0.000052	0.0000000534	0.0020295782	0.0000672048	377.2	20.8	398.1	0.0000020647	0.0000837729	0.0000638920
75	-0.407355	-0.819483	0.004773	0.500000	0.000143	0.000121	0.000052	0.0000000536	0.0020236649	0.0000671669	374.4	21.7	396.2	0.0000020699	0.0000836120	0.0000639366
76	-0.407376	-0.819510	0.004758	0.500000	0.000144	0.000120	0.000051	0.0000000537	0.0020183497	0.0000667973	375.3	22.3	397.8	0.0000020722	0.0000834203	0.0000637804
77	-0.407392	-0.819532	0.004747	0.500000	0.000141	0.000120	0.000051	0.0000000539	0.0020127491	0.0000667875	379.2	21.1	400.4	0.0000020777	0.0000832724	0.0000638400
78	-0.407412	-0.819558	0.004733	0.500000	0.000143	0.000120	0.000051	0.0000000541	0.0020074943	0.0000664194	379.7	22.5	402.3	0.0000020802	0.0000830814	0.0000636819
79	-0.407429	-0.819580	0.004722	0.500000	0.000141	0.000120	0.000051	0.0000000543	0.0020018954	0.0000664014	378.0	21.3	399.5	0.0000020858	0.0000829308	0.0000637302
80	-0.407450	-0.819609	0.004708	0.500000	0.000144	0.000119	0.000051	0.0000000544	0.0019968130	0.0000660245	369.1	22.7	391.9	0.0000020884	0.0000827424	0.0000635612
81	-0.407466	-0.819630	0.004698	0.500000	0.000142	0.000119	0.000052	0.0000000546	0.0019915837	0.0000660302	381.3	21.8	403.2	0.0000020944	0.0000826016	0.0000636175
82	-0.407486	-0.819657	0.004685	0.500000	0.000146	0.000119	0.000052	0.0000000548	0.0019868136	0.0000656716	376.5	21.8	398.4	0.0000020969	0.0000824250	0.0000634559
83	-0.407500	-0.819676	0.004676	0.500000	0.000143	0.000119	0.000052	0.0000000550	0.0019817896	0.0000657061	366.1	21.3	387.5	0.0000021030	0.0000822925	0.0000635224
84	-0.407521	-0.819705	0.004663	0.500000	0.000146	0.000118	0.000053	0.0000000551	0.0019773359	0.0000653608	367.3	21.5	388.9	0.0000021058	0.0000821244	0.0000633645
85	-0.407534	-0.819723	0.004654	0.500000	0.000145	0.000118	0.000053	0.0000000554	0.0019724119	0.0000653928	377.2	21.3	398.6	0.0000021120	0.0000819932	0.0000634240
86	-0.407552	-0.819747	0.004643	0.500000	0.000146	0.000118	0.000053	0.0000000555	0.0019683198	0.0000650591	382.8	20.9	403.8	0.0000021149	0.0000818346	0.0000632695
87	-0.407565	-0.819764	0.004634	0.500000	0.000144	0.000118	0.000053	0.0000000558	0.0019636152	0.0000651175	384.2	20.6	404.9	0.0000021212	0.0000817118	0.0000633398
88	-0.407584	-0.819792	0.004623	0.500000	0.000146	0.000118	0.000052	0.0000000559	0.0019595908	0.0000647935	383.3	20.7	404.1	0.0000021242	0.0000815565	0.0000631874
89	-0.407597	-0.819809	0.004615	0.500000	0.000142	0.000118	0.000052	0.0000000562	0.0019551051	0.0000648600	378.2	21.9	400.2	0.0000021308	0.0000814395	0.0000632588
90	-0.407617	-0.819838	0.004604	0.500000	0.000145	0.000117	0.000051	0.0000000563	0.0019510203	0.0000645318	384.2	20.5	404.8	0.0000021338	0.0000812809	0.0000631001
91	-0.407629	-0.819854	0.004596	0.500000	0.000141	0.000117	0.000051	0.0000000566	0.0019468047	0.0000646183	374.1	20.6	394.8	0.0000021406	0.0000811742	0.0000631820
92	-0.407649	-0.819882	0.004585	0.500000	0.000143	0.000117	0.000050	0.0000000568	0.0019427630	0.0000643018	376.9	21.9	398.9	0.0000021439	0.0000810161	0.0000630266
93	-0.407661	-0.819901	0.004578	0.500000	0.000138	0.000117	0.000050	0.0000000571	0.0019385349	0.0000643996	385.7	22.1	408.0	0.0000021507	0.0000809108	0.0000631120
94	-0.407680	-0.819926	0.004567	0.500000	0.000142	0.000117	0.000050	0.0000000572	0.0019344633	0.0000640776	382.2	22.2	404.5	0.0000021543	0.0000807491	0.0000629490
95	-0.407695	-0.819950	0.004560	0.500000	0.000138	0.000117	0.000050	0.0000000575	0.0019303179	0.0000641637	385.0	21.6	406.7	0.0000021613	0.0000806423	0.0000630236
96	-0.407714	-0.819977	0.004549	0.500000	0.000142	0.000116	0.000050	0.0000000577	0.0019264881	0.0000638457	381.7	21.4	403.2	0.0000021650	0.0000804857	0.0000628603
97	-0.407725	-0.819992	0.004542	0.500000	0.000140	0.000116	0.000051	0.0000000580	0.0019225311	0.0000639403	383.6	21.6	405.3	0.0000021722	0.0000803806	0.0000629334
98	-0.407743	-0.820019	0.004533	0.500000	0.000143	0.000116	0.000051	0.0000000581	0.0019190118	0.0000636441	370.1	22.8	393.1	0.0000021759	0.0000802347	0.0000627801
99	-0.407754	-0.820035	0.004526	0.500000	0.000141	0.000116	0.000051	0.0000000584	0.0019151896	0.0000637512	362.0	21.6	383.7	0.0000021831	0.0000801335	0.0000628551
100	-0.407772	-0.820061	0.004517	0.500000	0.000143	0.000115	0.000051	0.0000000586	0.0019120037	0.0000634699	387.0	20.4	407.5	0.0000021869	0.0000799977	0.0000627080
101	-0.407783	-0.820077	0.004512	0.500000	0.000140	0.000115	0.000050	0.0000000589	0.0019084017	0.0000635951	395.6	21.9	417.6	0.0000021942	0.0000799023	0.0000627893
102	-0.407799	-0.820100	0.004503	0.500000	0.000142	0.000115	0.000050	0.0000000591	0.0019053437	0.0000633429	374.9	20.9	396.0	0.0000021982	0.0000797735	0.0000626562
103	-0.407811	-0.820120	0.004498	0.500000	0.000140	0.000115	0.000050	0.0000000594	0.0019018422	0.0000634850	375.2	21.7	397.1	0.0000022057	0.0000796806	0.0000627426
104	-0.407825	-0.820140	0.004490	0.500000	0.000144	0.000115	0.000051	0.0000000596	0.0018989236	0.0000632427	377.8	21.9	399.9	0.0000022098	0.0000795536	0.0000626109
105	-0.407836	-0.820157	0.004485	0.500000	0.000140	0.000115	0.000050	0.0000000599	0.0018957086	0.0000634124	372.4	21.5	394.0	0.0000022175	0.0000794695	0.0000627090
106	-0.407849	-0.820177	0.004478	0.500000	0.000143	0.000115	0.000050	0.0000000601	0.0018930501	0.0000631789	367.6	21.2	388.9	0.0000022218	0.0000793487	0.0000625792
107	-0.407861	-0.820196	0.004474	0.500000	0.000140	0.000115	0.000051	0.0000000605	0.0018898875	0.0000633478	371.3	21.4	392.9	0.0000022295	0.0000792649	0.0000626741
108	-0.407875	-0.820216	0.004466	0.500000	0.000142	0.000114	0.000051	0.0000000607	0.0018873127	0.0000631126	374.1	22.9	397.1	0.0000022336	0.0000791456	0.0000625406
109	-0.407886	-0.820234	0.004462	0.500000	0.000140	0.000114	0.000051	0.0000000610	0.0018840924	0.0000632654	383.8	21.6	405.5	0.0000022412	0.0000790561	0.0000626225
110	-0.407901	-0.820257	0.004455	0.500000	0.000143	0.000114	0.000051	0.0000000612	0.0018816047	0.0000630194	379.5	21.2	400.8	0.0000022452	0.0000789372	0.0000624813
111	-0.407912	-0.820274	0.004450	0.500000	0.000141	0.000114	0.000052	0.0000000615	0.0018784898	0.0000631665	389.1	20.2	409.5	0.0000022527	0.0000788468	0.0000625560
112	-0.407925	-0.820294	0.004443	0.500000	0.000144	0.000114	0.000052	0.0000000617	0.0018761852	0.0000629277	376.0	22.5	398.6	0.0000022567	0.0000787330	0.0000624171
113	-0.407936	-0.820311	0.004439	0.250000	0.000143	0.000114	0.000052	0.0000000620	0.0018732439	0.0000630859	374.8	21.5	396.4	0.0000022643	0.0000786466	0.0000624956
114	-0.407946	-0.820329	0.004436	0.250000	0.000124	0.000114	0.000037	0.0000000621	0.0018722525	0.0000629718	368.5	21.3	389.9	0.0000022663	0.0000785943	0.0000624287
115	-0.407954	-0.820341	0.004433	0.250000	0.000123	0.000114	0.000037	0.0000000623	0.0018706127	0.0000629627	387.2	21.0	408.3	0.0000022705	0.0000785317	0.0000624180
116	-0.407962	-0.820355	0.004430	0.250000	0.000124	0.000114	0.000036	0.0000000625	0.0018689636	0.0000629613	431.4	20.4	451.9	0.0000022747	0.0000784694	0.0000624107
117	-0.407970	-0.820368	0.004427	0.250000	0.000124	0.000113	0.000036	0.0000000627	0.0018673993	0.0000629620	414.8	22.6	437.5	0.0000022789	0.0000784090	0.0000624043
118	-0.407978	-0.820381	0.004424	0.250000	0.000123	0.000113	0.000036	0.0000000629	0.0018659035	0.0000629669	384.6	21.7	406.4	0.0000022832	0.0000783504	0.0000623996
119	-0.407986	-0.820394	0.004421	0.250000	0.000123	0.000113	0.000036	0.0000000631	0.0018643337	0.0000629660	372.8	22.1	395.0	0.0000022875	0.0000782888	0.0000623907
120	-0.407994	-0.820407	0.004419	0.250000	0.000123	0.000113	0.000036	0.0000000633	0.0018628557	0.0000629633	395.4	20.5	416.0	0.0000022918	0.0000782287	0.0000623803
121	-0.408002	-0.820420	0.004416	0.250000	0.000122	0.000113	0.000036	0.0000000635	0.0018614037	0.0000629671	371.5	20.6	392.2	0.0000022961	0.0000781698	0.0000623728
122	-0.408010	-0.820432	0.004413	0.250000	0.000122	0.000113	0.000036	0.0000000637	0.0018599344	0.0000629627	375.4	21.3	396.9	0.0000023004	0.0000781092	0.0000623598
123	-0.408020	-0.820451	0.004410	0.250000	0.000122	0.000113	0.000036	0.0000000639	0.0018584760	0.0000629637	388.9	21.1	410.1	0.0000023048	0.0000780487	0.0000623490
124	-0.408028	-0.820464	0.004408	0.250000	0.000122	0.000113	0.000036	0.0000000641	0.0018570990	0.0000629588	381.2	21.5	402.8	0.0000023092	0.0000779892	0.0000623349
125	-0.408036	-0.820477	0.004405	0.250000	0.000122	0.000113	0.000036	0.0000000643	0.0018557138	0.0000629648	380.1	21.5	401.7	0.0000023136	0.0000779297	0.0000623256
126	-0.408043	-0.820490	0.004403	0.250000	0.000122	0.000113	0.000035	0.0000000645	0.0018544425	0.0000629673	375.7	21.8	397.6	0.0000023180	0.0000778728	0.0000623142
127	-0.408051	-0.820503	0.004401	0.250000	0.000123	0.000113	0.000035	0.0000000647	0.0018531855	0.0000629826	381.2	22.4	403.8	0.0000023225	0.0000778175	0.0000623094
128	-0.408057	-0.820513	0.004399	0.250000	0.000123	0.000113	0.000035	0.0000000649	0.0018520282	0.0000629972	366.2	22.0	388.3	0.0000023271	0.0000777641	0.0000623034
129	-0.408064	-0.820526	0.004397	0.250000	0.000122	0.000113	0.000035	0.0000000651	0.0018508783	0.0000630197	373.4	22.0	395.5	0.0000023317	0.0000777116	0.0000623013
130	-0.408072	-0.820538	0.004395	0.250000	0.000122	0.000112	0.000035	0.0000000653	0.0018497051	0.0000630407	383.7	21.5	405.4	0.0000023362	0.0000776588	0.0000622986
131	-0.408079	-0.820552	0.004393	0.250000	0.000122	0.000112	0.000035	0.0000000655	0.0018485695	0.0000630617	387.3	22.5	409.9	0.0000023407	0.0000776058	0.0000622951
132	-0.408087	-0.820565	0.004392	0.250000	0.000122	0.000112	0.000035	0.0000000657	0.0018474760	0.0000630835	373.9	21.2	395.2	0.0000023453	0.0000775535	0.0000622915
133	-0.408094	-0.820578	0.004390	0.250000	0.000122	0.000112	0.000035	0.0000000659	0.0018464444	0.0000631158	377.1	21.4	398.6	0.0000023499	0.0000775035	0.0000622934
134	-0.408101	-0.820591	0.004389	0.250000	0.000122	0.000112	0.000035	0.0000000662	0.0018454787	0.0000631492	367.7	21.3	389.1	0.0000023546	0.0000774546	0.0000622951
135	-0.408108	-0.820604	0.004387	0.250000	0.000122	0.000112	0.000035	0.0000000664	0.0018444855	0.0000631827	382.3	21.4	403.9	0.0000023593	0.0000774050	0.0000622961
136	-0.408115	-0.820617	0.004386	0.250000	0.000122	0.000112	0.000035	0.0000000666	0.0018436141	0.0000632231	375.2	22.1	397.4	0.0000023641	0.0000773582	0.0000623007
137	-0.408121	-0.820627	0.004385	0.250000	0.000122	0.000112	0.000035	0.0000000668	0.0018427233	0.0000632663	376.9	21.1	398.2	0.0000023688	0.0000773117	0.0000623068
138	-0.408128	-0.820640	0.004384	0.250000	0.000122	0.000112	0.000034	0.0000000670	0.0018418584	0.0000633126	387.9	21.8	409.8	0.0000023735	0.0000772654	0.0000623138
139	-0.408135	-0.820653	0.004383	0.250000	0.000122	0.000112	0.000034	0.0000000673	0.0018410596	0.0000633602	364.1	21.9	386.1	0.0000023783	0.0000772202	0.0000623212
140	-0.408142	-0.820666	0.004382	0.250000	0.000122	0.000112	0.000034	0.0000000675	0.0018403089	0.0000634107	378.9	21.6	400.7	0.0000023832	0.0000771759	0.0000623296
141	-0.408148	-0.820677	0.004381	0.250000	0.000121	0.000112	0.000034	0.0000000677	0.0018395147	0.0000634551	389.6	20.8	410.5	0.0000023879	0.0000771300	0.0000623342
142	-0.408154	-0.820689	0.004380	0.250000	0.000121	0.000112	0.000034	0.0000000680	0.0018387192	0.0000635019	377.0	21.6	398.7	0.0000023927	0.0000770836	0.0000623396
143	-0.408161	-0.820702	0.004380	0.250000	0.000121	0.000112	0.000034	0.0000000682	0.0018379528	0.0000635468	382.7	21.7	404.6	0.0000023975	0.0000770371	0.0000623434
144	-0.408168	-0.820715	0.004379	0.250000	0.000121	0.000112	0.000034	0.0000000684	0.0018372151	0.0000635909	379.4	21.1	400.6	0.0000024023	0.0000769904	0.0000623463
145	-0.408175	-0.820728	0.004378	0.250000	0.000121	0.000112	0.000034	0.0000000686	0.0018365727	0.0000636364	395.5	20.5	416.1	0.0000024071	0.0000769465	0.0000623497
146	-0.408182	-0.820741	0.004377	0.250000	0.000120	0.000112	0.000034	0.0000000689	0.0018358664	0.0000636813	390.8	21.5	412.3	0.0000024119	0.0000768999	0.0000623516
