1:ItNr	2:Metric	2:Metric0	2:Metric1	3:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Metric-LC	Metric-OC	Metric-PC	Time0[ms]	Time1[ms]	Time[ms]	||Gradient-LC||	||Gradient-OC||	||Gradient-PC||
147	-0.408188	-0.820753	0.004377	0.250000	0.000121	0.000111	0.000034	0.0000000691	0.0018351763	0.0000637234	383.7	22.6	406.4	0.0000024167	0.0000768534	0.0000623520
148	-0.408195	-0.820767	0.004376	0.250000	0.000120	0.000111	0.000034	0.0000000693	0.0018345678	0.0000637707	400.8	22.3	423.3	0.0000024216	0.0000768084	0.0000623551
149	-0.408202	-0.820779	0.004376	0.250000	0.000121	0.000111	0.000033	0.0000000696	0.0018339773	0.0000638202	371.3	22.2	393.7	0.0000024265	0.0000767643	0.0000623590
150	-0.408208	-0.820792	0.004376	0.250000	0.000121	0.000111	0.000033	0.0000000698	0.0018334726	0.0000638795	379.5	21.2	400.9	0.0000024314	0.0000767238	0.0000623687
151	-0.408214	-0.820804	0.004375	0.250000	0.000121	0.000111	0.000033	0.0000000701	0.0018330142	0.0000639415	373.0	20.8	393.9	0.0000024364	0.0000766837	0.0000623790
152	-0.408220	-0.820816	0.004376	0.250000	0.000121	0.000111	0.000033	0.0000000703	0.0018325948	0.0000640069	379.0	20.7	399.8	0.0000024414	0.0000766443	0.0000623904
153	-0.408226	-0.820828	0.004376	0.250000	0.000121	0.000111	0.000033	0.0000000705	0.0018321839	0.0000640722	402.4	20.5	423.1	0.0000024464	0.0000766051	0.0000624013
154	-0.408233	-0.820841	0.004376	0.250000	0.000120	0.000111	0.000033	0.0000000708	0.0018318340	0.0000641424	370.2	21.5	391.8	0.0000024515	0.0000765666	0.0000624140
155	-0.408237	-0.820850	0.004376	0.250000	0.000120	0.000111	0.000033	0.0000000710	0.0018314726	0.0000642047	393.3	21.7	415.2	0.0000024565	0.0000765274	0.0000624223
156	-0.408243	-0.820863	0.004376	0.250000	0.000120	0.000111	0.000033	0.0000000713	0.0018311618	0.0000642746	380.9	21.9	402.9	0.0000024615	0.0000764900	0.0000624350
157	-0.408249	-0.820875	0.004377	0.250000	0.000120	0.000111	0.000033	0.0000000715	0.0018308851	0.0000643451	373.8	20.9	394.9	0.0000024665	0.0000764537	0.0000624475
158	-0.408255	-0.820888	0.004377	0.250000	0.000120	0.000111	0.000033	0.0000000718	0.0018306585	0.0000644205	373.0	20.7	393.9	0.0000024716	0.0000764184	0.0000624622
159	-0.408261	-0.820900	0.004378	0.250000	0.000120	0.000111	0.000033	0.0000000720	0.0018304616	0.0000644926	365.4	20.7	386.2	0.0000024767	0.0000763824	0.0000624746
160	-0.408267	-0.820913	0.004378	0.250000	0.000120	0.000111	0.000033	0.0000000723	0.0018302659	0.0000645618	378.7	20.6	399.4	0.0000024818	0.0000763457	0.0000624850
161	-0.408273	-0.820926	0.004379	0.250000	0.000120	0.000111	0.000032	0.0000000725	0.0018301249	0.0000646331	379.6	21.5	401.3	0.0000024870	0.0000763099	0.0000624963
162	-0.408276	-0.820932	0.004380	0.250000	0.000120	0.000111	0.000032	0.0000000728	0.0018300320	0.0000647042	374.1	21.4	395.7	0.0000024922	0.0000762748	0.0000625073
163	-0.408282	-0.820944	0.004381	0.250000	0.000119	0.000111	0.000032	0.0000000730	0.0018299447	0.0000647760	390.7	22.3	413.1	0.0000024973	0.0000762398	0.0000625185
164	-0.408286	-0.820953	0.004381	0.250000	0.000120	0.000111	0.000032	0.0000000733	0.0018298288	0.0000648433	371.6	23.1	394.8	0.0000025025	0.0000762023	0.0000625263
165	-0.408291	-0.820965	0.004382	0.250000	0.000120	0.000111	0.000032	0.0000000736	0.0018298070	0.0000649145	376.4	21.1	397.6	0.0000025077	0.0000761672	0.0000625359
166	-0.408297	-0.820978	0.004383	0.250000	0.000119	0.000111	0.000032	0.0000000738	0.0018298009	0.0000649940	376.1	21.3	397.5	0.0000025128	0.0000761342	0.0000625504
167	-0.408303	-0.820990	0.004384	0.250000	0.000120	0.000110	0.000032	0.0000000741	0.0018298085	0.0000650731	359.3	20.8	380.2	0.0000025180	0.0000761005	0.0000625641
168	-0.408308	-0.821003	0.004386	0.250000	0.000121	0.000110	0.000032	0.0000000743	0.0018299279	0.0000651579	408.8	20.9	429.9	0.0000025233	0.0000760699	0.0000625813
169	-0.408314	-0.821016	0.004388	0.250000	0.000120	0.000110	0.000032	0.0000000746	0.0018301762	0.0000652582	372.7	21.5	394.4	0.0000025286	0.0000760454	0.0000626079
170	-0.408317	-0.821024	0.004389	0.250000	0.000119	0.000110	0.000032	0.0000000749	0.0018303942	0.0000653577	369.9	21.5	391.5	0.0000025339	0.0000760197	0.0000626331
171	-0.408323	-0.821036	0.004391	0.250000	0.000119	0.000110	0.000032	0.0000000752	0.0018305299	0.0000654388	387.7	21.3	409.2	0.0000025391	0.0000759883	0.0000626475
172	-0.408327	-0.821047	0.004392	0.250000	0.000119	0.000110	0.000032	0.0000000754	0.0018307473	0.0000655237	368.5	21.9	390.5	0.0000025444	0.0000759588	0.0000626632
173	-0.408331	-0.821057	0.004394	0.250000	0.000119	0.000110	0.000031	0.0000000757	0.0018309867	0.0000656105	394.3	21.1	415.4	0.0000025497	0.0000759292	0.0000626793
174	-0.408337	-0.821069	0.004395	0.250000	0.000119	0.000110	0.000031	0.0000000760	0.0018312368	0.0000656949	372.8	21.6	394.5	0.0000025550	0.0000758990	0.0000626938
175	-0.408341	-0.821079	0.004397	0.250000	0.000118	0.000110	0.000031	0.0000000762	0.0018314779	0.0000657785	373.9	21.0	395.1	0.0000025603	0.0000758674	0.0000627071
176	-0.408346	-0.821091	0.004399	0.250000	0.000119	0.000110	0.000031	0.0000000765	0.0018317736	0.0000658538	403.9	22.3	426.3	0.0000025656	0.0000758359	0.0000627156
177	-0.408351	-0.821103	0.004400	0.250000	0.000118	0.000110	0.000031	0.0000000768	0.0018321064	0.0000659350	380.0	21.4	401.6	0.0000025711	0.0000758049	0.0000627271
178	-0.408355	-0.821113	0.004402	0.250000	0.000118	0.000110	0.000031	0.0000000771	0.0018324477	0.0000660046	380.1	20.9	401.1	0.0000025764	0.0000757729	0.0000627319
179	-0.408360	-0.821124	0.004404	0.250000	0.000118	0.000110	0.000031	0.0000000773	0.0018327951	0.0000660858	384.1	21.2	405.4	0.0000025818	0.0000757418	0.0000627432
180	-0.408365	-0.821136	0.004405	0.250000	0.000118	0.000110	0.000031	0.0000000776	0.0018331495	0.0000661570	379.5	20.7	400.4	0.0000025872	0.0000757093	0.0000627486
181	-0.408370	-0.821148	0.004407	0.250000	0.000118	0.000110	0.000031	0.0000000779	0.0018335404	0.0000662312	370.7	20.8	391.6	0.0000025925	0.0000756780	0.0000627558
182	-0.408374	-0.821158	0.004409	0.250000	0.000118	0.000110	0.000031	0.0000000782	0.0018339992	0.0000663117	365.8	21.4	387.3	0.0000025979	0.0000756484	0.0000627662
183	-0.408379	-0.821169	0.004411	0.250000	0.000118	0.000110	0.000031	0.0000000784	0.0018344580	0.0000663904	392.4	20.8	413.3	0.0000026033	0.0000756181	0.0000627752
184	-0.408383	-0.821180	0.004413	0.250000	0.000117	0.000110	0.000031	0.0000000787	0.0018349792	0.0000664752	365.7	20.6	386.5	0.0000026088	0.0000755894	0.0000627873
185	-0.408388	-0.821192	0.004416	0.250000	0.000117	0.000110	0.000030	0.0000000790	0.0018354894	0.0000665590	376.0	20.7	396.8	0.0000026142	0.0000755599	0.0000627986
186	-0.408392	-0.821203	0.004418	0.250000	0.000117	0.000110	0.000030	0.0000000793	0.0018360589	0.0000666463	380.7	21.2	402.1	0.0000026197	0.0000755313	0.0000628118
187	-0.408397	-0.821214	0.004420	0.250000	0.000117	0.000110	0.000030	0.0000000796	0.0018366423	0.0000667354	369.5	21.2	390.8	0.0000026251	0.0000755033	0.0000628259
188	-0.408401	-0.821225	0.004423	0.250000	0.000117	0.000110	0.000030	0.0000000799	0.0018372776	0.0000668252	395.8	20.9	416.8	0.0000026306	0.0000754756	0.0000628400
189	-0.408405	-0.821236	0.004425	0.250000	0.000117	0.000109	0.000030	0.0000000802	0.0018379247	0.0000669135	373.4	21.2	394.7	0.0000026361	0.0000754482	0.0000628533
190	-0.408411	-0.821249	0.004428	0.250000	0.000117	0.000109	0.000030	0.0000000804	0.0018385821	0.0000670035	366.1	21.1	387.3	0.0000026416	0.0000754206	0.0000628673
191	-0.408415	-0.821260	0.004430	0.250000	0.000116	0.000109	0.000030	0.0000000807	0.0018392514	0.0000670856	399.7	21.3	421.2	0.0000026470	0.0000753921	0.0000628769
192	-0.408419	-0.821270	0.004433	0.250000	0.000116	0.000109	0.000030	0.0000000810	0.0018399504	0.0000671706	365.3	21.4	386.9	0.0000026525	0.0000753636	0.0000628884
193	-0.408423	-0.821281	0.004435	0.250000	0.000116	0.000109	0.000030	0.0000000813	0.0018407263	0.0000672509	385.8	21.7	407.6	0.0000026580	0.0000753366	0.0000628973
194	-0.408427	-0.821293	0.004438	0.250000	0.000116	0.000109	0.000030	0.0000000816	0.0018415146	0.0000673405	379.7	21.4	401.3	0.0000026636	0.0000753104	0.0000629113
195	-0.408432	-0.821304	0.004441	0.250000	0.000117	0.000109	0.000030	0.0000000819	0.0018423254	0.0000674176	384.9	21.5	406.6	0.0000026690	0.0000752833	0.0000629182
196	-0.408436	-0.821315	0.004444	0.250000	0.000116	0.000109	0.000030	0.0000000822	0.0018432116	0.0000675158	370.4	21.5	392.0	0.0000026747	0.0000752593	0.0000629371
197	-0.408440	-0.821326	0.004447	0.250000	0.000117	0.000109	0.000030	0.0000000825	0.0018440977	0.0000676022	377.7	20.7	398.5	0.0000026802	0.0000752334	0.0000629481
198	-0.408444	-0.821337	0.004450	0.250000	0.000117	0.000109	0.000029	0.0000000828	0.0018451349	0.0000677029	398.4	21.6	420.1	0.0000026860	0.0000752120	0.0000629665
199	-0.408446	-0.821347	0.004454	0.250000	0.000116	0.000109	0.000029	0.0000000831	0.0018461745	0.0000678100	366.2	22.6	388.9	0.0000026917	0.0000751919	0.0000629884
