1:ItNr	2:Metric	2:Metric0	2:Metric1	3:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Metric-LC	Metric-OC	Metric-PC	Time0[ms]	Time1[ms]	Time[ms]	||Gradient-LC||	||Gradient-OC||	||Gradient-PC||
147	-0.418106	-0.837704	0.001493	0.250000	0.000091	0.000079	0.000023	0.0000000055	0.0003892244	0.0000708870	45.4	14.9	60.4	0.0000002350	0.0000359054	0.0000474188
148	-0.418105	-0.837709	0.001499	0.250000	0.000092	0.000079	0.000023	0.0000000055	0.0003914682	0.0000710393	49.0	16.0	65.1	0.0000002359	0.0000359422	0.0000474186
149	-0.418109	-0.837722	0.001505	0.250000	0.000091	0.000079	0.000023	0.0000000056	0.0003938327	0.0000711970	51.1	16.4	67.7	0.0000002367	0.0000359857	0.0000474202
150	-0.418110	-0.837731	0.001511	0.250000	0.000091	0.000079	0.000022	0.0000000056	0.0003960486	0.0000713452	44.3	16.4	60.8	0.0000002376	0.0000360207	0.0000474193
151	-0.418113	-0.837744	0.001518	0.250000	0.000091	0.000079	0.000022	0.0000000057	0.0003984605	0.0000715082	48.4	15.8	64.3	0.0000002384	0.0000360657	0.0000474228
152	-0.418116	-0.837756	0.001524	0.250000	0.000092	0.000079	0.000022	0.0000000057	0.0004008313	0.0000716707	43.8	15.3	59.1	0.0000002393	0.0000361076	0.0000474265
153	-0.418118	-0.837767	0.001531	0.250000	0.000092	0.000079	0.000022	0.0000000057	0.0004032813	0.0000718460	47.3	15.7	63.1	0.0000002402	0.0000361544	0.0000474351
154	-0.418121	-0.837779	0.001538	0.250000	0.000091	0.000079	0.000022	0.0000000058	0.0004057713	0.0000720196	48.8	15.6	64.5	0.0000002410	0.0000362026	0.0000474431
155	-0.418115	-0.837774	0.001544	0.250000	0.000091	0.000079	0.000022	0.0000000058	0.0004082570	0.0000721920	50.3	15.9	66.3	0.0000002419	0.0000362498	0.0000474506
156	-0.418117	-0.837786	0.001551	0.250000	0.000091	0.000079	0.000022	0.0000000059	0.0004107507	0.0000723611	43.1	15.3	58.6	0.0000002428	0.0000362967	0.0000474569
157	-0.418120	-0.837797	0.001558	0.250000	0.000090	0.000079	0.000022	0.0000000059	0.0004132205	0.0000725239	44.3	15.4	59.8	0.0000002437	0.0000363414	0.0000474607
158	-0.418123	-0.837810	0.001564	0.250000	0.000089	0.000079	0.000022	0.0000000059	0.0004156631	0.0000726716	44.0	16.2	60.3	0.0000002445	0.0000363836	0.0000474586
159	-0.418125	-0.837821	0.001570	0.250000	0.000090	0.000079	0.000022	0.0000000060	0.0004180440	0.0000728061	41.4	15.7	57.2	0.0000002454	0.0000364202	0.0000474511
160	-0.418127	-0.837831	0.001576	0.250000	0.000089	0.000079	0.000022	0.0000000060	0.0004204805	0.0000729364	47.2	16.4	63.7	0.0000002462	0.0000364592	0.0000474421
161	-0.418127	-0.837837	0.001582	0.250000	0.000090	0.000079	0.000022	0.0000000061	0.0004227519	0.0000730604	46.4	15.5	62.0	0.0000002471	0.0000364903	0.0000474319
162	-0.418132	-0.837851	0.001588	0.250000	0.000089	0.000079	0.000023	0.0000000061	0.0004251916	0.0000731827	56.0	15.8	71.9	0.0000002478	0.0000365305	0.0000474214
163	-0.418131	-0.837856	0.001594	0.250000	0.000092	0.000079	0.000023	0.0000000061	0.0004273312	0.0000732970	48.4	15.1	63.6	0.0000002487	0.0000365571	0.0000474102
164	-0.418135	-0.837870	0.001600	0.250000	0.000090	0.000079	0.000023	0.0000000062	0.0004297415	0.0000734150	47.5	15.4	63.1	0.0000002494	0.0000365989	0.0000474009
165	-0.418135	-0.837876	0.001605	0.250000	0.000091	0.000079	0.000023	0.0000000062	0.0004318707	0.0000735400	51.6	15.7	67.5	0.0000002503	0.0000366280	0.0000473962
166	-0.418139	-0.837890	0.001611	0.250000	0.000089	0.000079	0.000022	0.0000000063	0.0004343119	0.0000736593	43.2	15.2	58.5	0.0000002510	0.0000366696	0.0000473867
167	-0.418139	-0.837895	0.001617	0.250000	0.000090	0.000079	0.000022	0.0000000063	0.0004365051	0.0000737738	48.0	16.2	64.2	0.0000002519	0.0000366970	0.0000473761
168	-0.418145	-0.837914	0.001623	0.250000	0.000089	0.000079	0.000022	0.0000000063	0.0004389728	0.0000738903	47.6	15.1	62.8	0.0000002526	0.0000367361	0.0000473641
169	-0.418145	-0.837918	0.001629	0.250000	0.000090	0.000079	0.000022	0.0000000064	0.0004412839	0.0000740114	46.1	15.7	61.9	0.0000002535	0.0000367670	0.0000473550
170	-0.418149	-0.837933	0.001635	0.250000	0.000088	0.000079	0.000022	0.0000000064	0.0004438343	0.0000741380	42.5	16.0	58.6	0.0000002543	0.0000368101	0.0000473471
171	-0.418151	-0.837943	0.001641	0.250000	0.000090	0.000079	0.000022	0.0000000065	0.0004461153	0.0000742525	47.7	15.7	63.6	0.0000002551	0.0000368384	0.0000473355
172	-0.418153	-0.837953	0.001648	0.250000	0.000088	0.000078	0.000022	0.0000000065	0.0004486802	0.0000743757	45.9	15.7	61.8	0.0000002559	0.0000368815	0.0000473270
173	-0.418154	-0.837962	0.001653	0.250000	0.000089	0.000078	0.000021	0.0000000065	0.0004510071	0.0000744884	43.4	17.1	60.7	0.0000002567	0.0000369108	0.0000473146
174	-0.418156	-0.837973	0.001660	0.250000	0.000088	0.000078	0.000021	0.0000000066	0.0004535969	0.0000746119	47.0	15.8	62.9	0.0000002575	0.0000369521	0.0000473054
175	-0.418157	-0.837979	0.001666	0.250000	0.000089	0.000078	0.000021	0.0000000066	0.0004559731	0.0000747224	46.3	14.8	61.3	0.0000002584	0.0000369813	0.0000472916
176	-0.418158	-0.837989	0.001672	0.250000	0.000087	0.000078	0.000021	0.0000000067	0.0004585320	0.0000748337	41.0	18.7	59.8	0.0000002592	0.0000370211	0.0000472786
177	-0.418160	-0.837998	0.001678	0.250000	0.000087	0.000078	0.000021	0.0000000067	0.0004609356	0.0000749366	45.6	14.6	60.3	0.0000002600	0.0000370494	0.0000472618
178	-0.418162	-0.838008	0.001684	0.250000	0.000087	0.000078	0.000021	0.0000000068	0.0004634722	0.0000750376	47.5	15.3	63.0	0.0000002608	0.0000370830	0.0000472434
179	-0.418164	-0.838017	0.001690	0.250000	0.000087	0.000078	0.000021	0.0000000068	0.0004658941	0.0000751355	46.4	14.9	61.5	0.0000002617	0.0000371109	0.0000472244
180	-0.418164	-0.838024	0.001696	0.250000	0.000086	0.000078	0.000021	0.0000000068	0.0004684393	0.0000752286	50.6	15.2	65.9	0.0000002625	0.0000371443	0.0000472036
181	-0.418166	-0.838034	0.001702	0.250000	0.000087	0.000078	0.000021	0.0000000069	0.0004708821	0.0000753207	53.8	16.6	70.5	0.0000002633	0.0000371718	0.0000471829
182	-0.418169	-0.838045	0.001708	0.250000	0.000086	0.000078	0.000021	0.0000000069	0.0004734344	0.0000754220	45.8	15.3	61.3	0.0000002641	0.0000372069	0.0000471665
183	-0.418169	-0.838052	0.001714	0.250000	0.000087	0.000078	0.000021	0.0000000070	0.0004758633	0.0000754998	46.0	15.3	61.4	0.0000002650	0.0000372308	0.0000471404
184	-0.418171	-0.838062	0.001720	0.250000	0.000086	0.000078	0.000020	0.0000000070	0.0004784803	0.0000755996	48.7	16.1	64.9	0.0000002658	0.0000372664	0.0000471230
185	-0.418172	-0.838071	0.001726	0.250000	0.000087	0.000078	0.000020	0.0000000071	0.0004809822	0.0000756794	43.6	14.7	58.5	0.0000002666	0.0000372932	0.0000470978
186	-0.418174	-0.838080	0.001732	0.250000	0.000086	0.000078	0.000020	0.0000000071	0.0004835785	0.0000757707	44.6	15.1	59.8	0.0000002674	0.0000373250	0.0000470771
187	-0.418176	-0.838089	0.001738	0.250000	0.000087	0.000078	0.000020	0.0000000071	0.0004861399	0.0000758637	48.3	15.7	64.1	0.0000002683	0.0000373557	0.0000470576
188	-0.418177	-0.838099	0.001745	0.250000	0.000086	0.000078	0.000021	0.0000000072	0.0004888461	0.0000759659	46.7	15.4	62.3	0.0000002691	0.0000373939	0.0000470418
189	-0.418179	-0.838107	0.001750	0.250000	0.000089	0.000078	0.000021	0.0000000072	0.0004913089	0.0000760530	44.7	16.3	61.1	0.0000002700	0.0000374201	0.0000470214
190	-0.418180	-0.838117	0.001757	0.250000	0.000086	0.000078	0.000021	0.0000000073	0.0004940711	0.0000761644	46.4	15.1	61.7	0.0000002707	0.0000374648	0.0000470113
191	-0.418181	-0.838125	0.001763	0.250000	0.000089	0.000078	0.000021	0.0000000073	0.0004964108	0.0000762499	45.0	15.1	60.2	0.0000002716	0.0000374884	0.0000469927
192	-0.418183	-0.838135	0.001769	0.250000	0.000086	0.000078	0.000021	0.0000000074	0.0004991743	0.0000763571	46.1	16.0	62.2	0.0000002723	0.0000375332	0.0000469820
193	-0.418184	-0.838143	0.001775	0.250000	0.000089	0.000078	0.000021	0.0000000074	0.0005015023	0.0000764401	41.1	15.2	56.4	0.0000002732	0.0000375554	0.0000469630
194	-0.418186	-0.838154	0.001782	0.250000	0.000087	0.000078	0.000021	0.0000000074	0.0005042993	0.0000765571	42.6	15.1	57.8	0.0000002739	0.0000376043	0.0000469574
195	-0.418187	-0.838162	0.001787	0.250000	0.000089	0.000078	0.000022	0.0000000075	0.0005066189	0.0000766477	42.7	16.9	59.7	0.0000002748	0.0000376285	0.0000469429
196	-0.418189	-0.838171	0.001794	0.250000	0.000087	0.000078	0.000022	0.0000000075	0.0005094127	0.0000767606	48.7	15.4	64.2	0.0000002754	0.0000376765	0.0000469361
197	-0.418190	-0.838179	0.001799	0.250000	0.000090	0.000078	0.000022	0.0000000076	0.0005116399	0.0000768456	56.6	16.9	73.6	0.0000002763	0.0000376982	0.0000469216
198	-0.418191	-0.838187	0.001806	0.250000	0.000087	0.000078	0.000023	0.0000000076	0.0005143344	0.0000769416	46.1	15.3	61.5	0.0000002769	0.0000377438	0.0000469107
199	-0.418192	-0.838194	0.001810	0.250000	0.000092	0.000078	0.000024	0.0000000077	0.0005163277	0.0000770059	44.1	15.8	60.0	0.0000002777	0.0000377563	0.0000468908
200	-0.418194	-0.838204	0.001817	0.250000	0.000088	0.000078	0.000024	0.0000000077	0.0005189548	0.0000771023	48.8	15.7	64.6	0.0000002783	0.0000378043	0.0000468835
201	-0.418195	-0.838211	0.001821	0.250000	0.000092	0.000078	0.000024	0.0000000077	0.0005208906	0.0000771691	44.3	15.2	59.6	0.0000002791	0.0000378163	0.0000468663
202	-0.418196	-0.838219	0.001828	0.250000	0.000088	0.000078	0.000024	0.0000000078	0.0005235622	0.0000772677	44.7	15.1	59.9	0.0000002797	0.0000378653	0.0000468597
203	-0.418197	-0.838226	0.001832	0.250000	0.000092	0.000078	0.000024	0.0000000078	0.0005254946	0.0000773344	51.6	15.0	66.8	0.0000002805	0.0000378776	0.0000468430
204	-0.418198	-0.838234	0.001838	0.250000	0.000088	0.000078	0.000023	0.0000000078	0.0005281310	0.0000774231	46.1	15.2	61.5	0.0000002810	0.0000379244	0.0000468331
205	-0.418199	-0.838241	0.001843	0.250000	0.000091	0.000078	0.000023	0.0000000079	0.0005301059	0.0000774860	51.1	19.1	70.3	0.0000002819	0.0000379366	0.0000468146
206	-0.418200	-0.838249	0.001849	0.250000	0.000087	0.000078	0.000023	0.0000000079	0.0005327483	0.0000775674	48.4	16.0	64.5	0.0000002824	0.0000379814	0.0000468013
207	-0.418201	-0.838255	0.001854	0.250000	0.000091	0.000078	0.000024	0.0000000080	0.0005346846	0.0000776189	43.2	14.9	58.3	0.0000002832	0.0000379909	0.0000467790
208	-0.418202	-0.838263	0.001859	0.250000	0.000087	0.000078	0.000024	0.0000000080	0.0005372836	0.0000776914	47.0	16.2	63.3	0.0000002837	0.0000380342	0.0000467631
209	-0.418203	-0.838269	0.001863	0.250000	0.000092	0.000078	0.000025	0.0000000080	0.0005390800	0.0000777296	44.7	14.7	59.5	0.0000002845	0.0000380384	0.0000467375
210	-0.418203	-0.838276	0.001869	0.250000	0.000088	0.000078	0.000025	0.0000000081	0.0005416357	0.0000778011	58.5	16.3	74.9	0.0000002850	0.0000380827	0.0000467239
211	-0.418204	-0.838281	0.001873	0.250000	0.000092	0.000077	0.000024	0.0000000081	0.0005433044	0.0000778298	49.3	16.3	65.7	0.0000002858	0.0000380829	0.0000466961
212	-0.418205	-0.838289	0.001879	0.250000	0.000086	0.000077	0.000024	0.0000000081	0.0005458962	0.0000779013	49.5	15.5	65.1	0.0000002863	0.0000381274	0.0000466824
213	-0.418206	-0.838295	0.001883	0.250000	0.000093	0.000077	0.000025	0.0000000082	0.0005476903	0.0000779299	48.5	15.2	63.9	0.0000002870	0.0000381292	0.0000466530
214	-0.418207	-0.838302	0.001889	0.250000	0.000088	0.000077	0.000025	0.0000000082	0.0005502980	0.0000780103	47.7	15.6	63.5	0.0000002875	0.0000381772	0.0000466442
215	-0.418208	-0.838310	0.001893	0.250000	0.000092	0.000077	0.000025	0.0000000082	0.0005519848	0.0000780416	46.3	15.8	62.1	0.0000002883	0.0000381781	0.0000466181
216	-0.418209	-0.838317	0.001899	0.250000	0.000087	0.000077	0.000024	0.0000000083	0.0005545847	0.0000781121	48.6	15.8	64.5	0.0000002888	0.0000382236	0.0000466053
217	-0.418210	-0.838322	0.001902	0.250000	0.000093	0.000077	0.000025	0.0000000083	0.0005563413	0.0000781435	43.1	15.3	58.5	0.0000002895	0.0000382254	0.0000465784
218	-0.418211	-0.838330	0.001908	0.250000	0.000088	0.000077	0.000025	0.0000000083	0.0005589467	0.0000782192	48.0	15.6	63.8	0.0000002900	0.0000382728	0.0000465689
219	-0.418212	-0.838335	0.001912	0.250000	0.000093	0.000077	0.000025	0.0000000084	0.0005606959	0.0000782529	49.1	15.6	64.8	0.0000002908	0.0000382750	0.0000465435
220	-0.418213	-0.838345	0.001918	0.250000	0.000087	0.000077	0.000025	0.0000000084	0.0005633488	0.0000783334	40.7	15.7	56.5	0.0000002912	0.0000383239	0.0000465355
221	-0.418214	-0.838350	0.001922	0.250000	0.000093	0.000077	0.000025	0.0000000085	0.0005651237	0.0000783700	45.3	15.1	60.6	0.0000002920	0.0000383275	0.0000465116
222	-0.418216	-0.838361	0.001928	0.250000	0.000087	0.000077	0.000025	0.0000000085	0.0005677414	0.0000784425	49.5	15.4	65.0	0.0000002924	0.0000383747	0.0000465007
223	-0.418214	-0.838361	0.001932	0.250000	0.000092	0.000077	0.000025	0.0000000085	0.0005694886	0.0000784760	46.9	16.4	63.4	0.0000002932	0.0000383775	0.0000464766
224	-0.418216	-0.838371	0.001938	0.250000	0.000087	0.000077	0.000025	0.0000000086	0.0005721133	0.0000785438	48.5	16.0	64.7	0.0000002937	0.0000384234	0.0000464637
225	-0.418215	-0.838373	0.001942	0.250000	0.000093	0.000077	0.000025	0.0000000086	0.0005738446	0.0000785708	44.2	16.3	60.6	0.0000002944	0.0000384248	0.0000464374
226	-0.418219	-0.838386	0.001948	0.250000	0.000088	0.000077	0.000025	0.0000000086	0.0005764500	0.0000786387	50.8	15.7	66.6	0.0000002948	0.0000384713	0.0000464255
227	-0.418218	-0.838388	0.001952	0.250000	0.000092	0.000077	0.000024	0.0000000087	0.0005782282	0.0000786756	41.7	14.8	56.6	0.0000002956	0.0000384751	0.0000464034
228	-0.418220	-0.838399	0.001958	0.250000	0.000087	0.000077	0.000024	0.0000000087	0.0005810168	0.0000787647	42.7	16.2	59.0	0.0000002961	0.0000385276	0.0000463986
229	-0.418219	-0.838401	0.001963	0.250000	0.000092	0.000077	0.000024	0.0000000087	0.0005829016	0.0000788034	49.7	15.3	65.1	0.0000002969	0.0000385336	0.0000463760
230	-0.418192	-0.838353	0.001969	0.250000	0.000087	0.000077	0.000024	0.0000000088	0.0005856939	0.0000788894	45.8	15.5	61.4	0.0000002974	0.0000385856	0.0000463705
231	-0.418191	-0.838356	0.001973	0.250000	0.000090	0.000077	0.000023	0.0000000088	0.0005876046	0.0000789333	40.0	15.4	55.6	0.0000002982	0.0000385928	0.0000463500
232	-0.418194	-0.838367	0.001980	0.250000	0.000085	0.000077	0.000023	0.0000000088	0.0005903999	0.0000790110	42.2	15.5	57.9	0.0000002987	0.0000386423	0.0000463402
233	-0.418192	-0.838369	0.001984	0.250000	0.000088	0.000077	0.000022	0.0000000089	0.0005923887	0.0000790414	41.0	15.7	56.8	0.0000002994	0.0000386488	0.0000463135
234	-0.418195	-0.838380	0.001990	0.250000	0.000084	0.000077	0.000022	0.0000000089	0.0005951785	0.0000791042	42.1	15.1	57.3	0.0000003000	0.0000386919	0.0000462959
235	-0.418194	-0.838383	0.001995	0.250000	0.000088	0.000077	0.000022	0.0000000090	0.0005973764	0.0000791341	50.4	15.0	65.5	0.0000003007	0.0000387019	0.0000462673
236	-0.418196	-0.838394	0.002001	0.250000	0.000085	0.000077	0.000022	0.0000000090	0.0006001993	0.0000791973	45.1	15.6	60.8	0.0000003013	0.0000387445	0.0000462493
237	-0.418195	-0.838396	0.002006	0.250000	0.000088	0.000077	0.000022	0.0000000090	0.0006024032	0.0000792317	44.8	15.6	60.5	0.0000003021	0.0000387561	0.0000462233
238	-0.418197	-0.838407	0.002013	0.250000	0.000084	0.000077	0.000022	0.0000000091	0.0006052392	0.0000792950	49.1	14.9	64.1	0.0000003026	0.0000387989	0.0000462057
239	-0.418196	-0.838410	0.002017	0.250000	0.000087	0.000077	0.000022	0.0000000091	0.0006074318	0.0000793271	44.8	15.2	60.1	0.0000003034	0.0000388102	0.0000461793
240	-0.418198	-0.838420	0.002024	0.250000	0.000085	0.000077	0.000021	0.0000000092	0.0006102645	0.0000793842	48.6	15.2	64.0	0.0000003040	0.0000388514	0.0000461595
241	-0.418197	-0.838423	0.002029	0.250000	0.000087	0.000077	0.000021	0.0000000092	0.0006125490	0.0000794235	44.6	15.1	59.8	0.0000003048	0.0000388651	0.0000461355
242	-0.418200	-0.838434	0.002035	0.250000	0.000085	0.000077	0.000021	0.0000000092	0.0006154582	0.0000794913	42.8	15.9	58.9	0.0000003053	0.0000389099	0.0000461199
243	-0.418197	-0.838435	0.002040	0.250000	0.000088	0.000076	0.000021	0.0000000093	0.0006177752	0.0000795324	46.2	15.2	61.5	0.0000003061	0.0000389243	0.0000460967
244	-0.418201	-0.838448	0.002047	0.250000	0.000085	0.000076	0.000021	0.0000000093	0.0006207595	0.0000796118	42.1	15.9	58.1	0.0000003067	0.0000389728	0.0000460859
245	-0.418198	-0.838449	0.002052	0.250000	0.000088	0.000076	0.000021	0.0000000094	0.0006230888	0.0000796579	47.6	17.2	64.9	0.0000003075	0.0000389890	0.0000460654
246	-0.418202	-0.838463	0.002059	0.250000	0.000084	0.000076	0.000021	0.0000000094	0.0006260972	0.0000797391	47.8	16.2	64.1	0.0000003081	0.0000390381	0.0000460556
247	-0.418199	-0.838463	0.002064	0.250000	0.000087	0.000076	0.000021	0.0000000095	0.0006284580	0.0000797838	50.1	15.3	65.5	0.0000003089	0.0000390554	0.0000460349
248	-0.418203	-0.838476	0.002071	0.250000	0.000084	0.000076	0.000021	0.0000000095	0.0006313657	0.0000798436	44.6	16.4	61.1	0.0000003095	0.0000390968	0.0000460164
249	-0.418199	-0.838475	0.002076	0.250000	0.000086	0.000076	0.000020	0.0000000095	0.0006337607	0.0000798876	44.7	15.1	59.9	0.0000003102	0.0000391153	0.0000459960
250	-0.418204	-0.838490	0.002083	0.250000	0.000083	0.000076	0.000020	0.0000000096	0.0006367537	0.0000799474	45.8	16.2	62.1	0.0000003108	0.0000391580	0.0000459770
251	-0.418201	-0.838490	0.002088	0.250000	0.000086	0.000076	0.000021	0.0000000096	0.0006392172	0.0000799801	49.9	15.8	65.9	0.0000003116	0.0000391738	0.0000459505
252	-0.418204	-0.838504	0.002095	0.250000	0.000083	0.000076	0.000021	0.0000000097	0.0006422784	0.0000800483	45.7	15.5	61.3	0.0000003122	0.0000392202	0.0000459358
253	-0.418201	-0.838501	0.002100	0.250000	0.000087	0.000076	0.000021	0.0000000097	0.0006445664	0.0000800739	47.7	14.8	62.7	0.0000003130	0.0000392304	0.0000459079
254	-0.418205	-0.838516	0.002106	0.250000	0.000083	0.000076	0.000021	0.0000000097	0.0006475622	0.0000801341	44.5	14.9	59.5	0.0000003135	0.0000392772	0.0000458923
255	-0.418202	-0.838514	0.002111	0.250000	0.000087	0.000076	0.000021	0.0000000098	0.0006497866	0.0000801587	42.5	16.2	58.9	0.0000003143	0.0000392861	0.0000458651
256	-0.418206	-0.838529	0.002118	0.250000	0.000083	0.000076	0.000021	0.0000000098	0.0006527736	0.0000802139	41.4	16.1	57.6	0.0000003149	0.0000393318	0.0000458479
257	-0.418202	-0.838527	0.002122	0.250000	0.000088	0.000076	0.000022	0.0000000099	0.0006549756	0.0000802336	44.1	16.0	60.2	0.0000003156	0.0000393391	0.0000458191
258	-0.418206	-0.838541	0.002129	0.250000	0.000084	0.000076	0.000022	0.0000000099	0.0006579759	0.0000802926	48.4	16.2	64.7	0.0000003161	0.0000393874	0.0000458047
259	-0.418203	-0.838539	0.002133	0.250000	0.000089	0.000076	0.000022	0.0000000100	0.0006600244	0.0000803109	58.9	15.4	74.5	0.0000003169	0.0000393906	0.0000457767
260	-0.418207	-0.838554	0.002140	0.250000	0.000083	0.000076	0.000022	0.0000000100	0.0006630385	0.0000803770	43.6	16.4	60.2	0.0000003174	0.0000394419	0.0000457661
261	-0.418203	-0.838551	0.002144	0.250000	0.000088	0.000076	0.000022	0.0000000100	0.0006651597	0.0000804003	44.4	16.0	60.5	0.0000003182	0.0000394482	0.0000457402
262	-0.418207	-0.838566	0.002151	0.250000	0.000083	0.000076	0.000022	0.0000000101	0.0006681629	0.0000804599	49.9	16.1	66.2	0.0000003187	0.0000394978	0.0000457269
263	-0.418204	-0.838563	0.002155	0.250000	0.000088	0.000076	0.000022	0.0000000101	0.0006702391	0.0000804764	42.2	15.5	57.8	0.0000003194	0.0000395019	0.0000456990
264	-0.418208	-0.838578	0.002162	0.250000	0.000083	0.000076	0.000022	0.0000000102	0.0006732318	0.0000805284	47.0	15.5	62.6	0.0000003199	0.0000395499	0.0000456830
265	-0.418204	-0.838575	0.002166	0.250000	0.000088	0.000076	0.000022	0.0000000102	0.0006753196	0.0000805447	46.9	14.9	62.0	0.0000003207	0.0000395537	0.0000456550
266	-0.418208	-0.838589	0.002173	0.250000	0.000083	0.000076	0.000022	0.0000000102	0.0006783455	0.0000806004	48.1	15.1	63.4	0.0000003212	0.0000396034	0.0000456413
267	-0.418205	-0.838588	0.002177	0.250000	0.000088	0.000076	0.000022	0.0000000103	0.0006804115	0.0000806141	45.1	15.6	60.8	0.0000003220	0.0000396061	0.0000456124
268	-0.418209	-0.838601	0.002184	0.250000	0.000083	0.000076	0.000022	0.0000000103	0.0006834411	0.0000806690	49.0	14.8	63.9	0.0000003225	0.0000396561	0.0000455989
269	-0.418206	-0.838600	0.002188	0.250000	0.000088	0.000076	0.000022	0.0000000104	0.0006854713	0.0000806801	44.7	15.1	59.9	0.0000003232	0.0000396582	0.0000455699
270	-0.418209	-0.838613	0.002195	0.250000	0.000082	0.000076	0.000022	0.0000000104	0.0006884772	0.0000807281	47.8	16.1	64.0	0.0000003237	0.0000397058	0.0000455537
271	-0.418206	-0.838611	0.002199	0.250000	0.000087	0.000076	0.000022	0.0000000104	0.0006905162	0.0000807319	48.4	14.9	63.5	0.0000003245	0.0000397064	0.0000455219
272	-0.418209	-0.838624	0.002205	0.250000	0.000082	0.000076	0.000020	0.0000000105	0.0006935228	0.0000807745	45.0	15.2	60.4	0.0000003250	0.0000397526	0.0000455034
273	-0.418206	-0.838622	0.002211	0.250000	0.000084	0.000076	0.000019	0.0000000105	0.0006959936	0.0000808118	48.0	15.5	63.6	0.0000003258	0.0000397675	0.0000454821
274	-0.418210	-0.838637	0.002217	0.250000	0.000082	0.000076	0.000020	0.0000000106	0.0006991774	0.0000808519	42.4	15.4	57.9	0.0000003264	0.0000398093	0.0000454580
275	-0.418206	-0.838634	0.002223	0.250000	0.000088	0.000075	0.000022	0.0000000106	0.0007015885	0.0000808827	52.7	15.4	68.3	0.0000003272	0.0000398213	0.0000454343
276	-0.418210	-0.838649	0.002229	0.250000	0.000084	0.000075	0.000021	0.0000000106	0.0007046283	0.0000809351	45.5	15.3	61.0	0.0000003277	0.0000398712	0.0000454208
277	-0.418206	-0.838647	0.002235	0.250000	0.000085	0.000075	0.000020	0.0000000107	0.0007071118	0.0000809939	48.6	15.3	64.1	0.0000003285	0.0000398907	0.0000454092
278	-0.418211	-0.838664	0.002242	0.250000	0.000083	0.000075	0.000020	0.0000000107	0.0007102784	0.0000810487	43.4	15.9	59.4	0.0000003290	0.0000399377	0.0000453928
279	-0.418208	-0.838663	0.002248	0.250000	0.000084	0.000075	0.000019	0.0000000108	0.0007130393	0.0000811081	41.8	15.6	57.5	0.0000003298	0.0000399642	0.0000453805
280	-0.418211	-0.838678	0.002255	0.250000	0.000083	0.000075	0.000019	0.0000000108	0.0007161939	0.0000811563	47.4	15.0	62.5	0.0000003304	0.0000400062	0.0000453601
281	-0.418208	-0.838677	0.002261	0.250000	0.000083	0.000075	0.000019	0.0000000109	0.0007189903	0.0000812119	47.0	15.2	62.3	0.0000003312	0.0000400329	0.0000453466
282	-0.418212	-0.838691	0.002268	0.250000	0.000083	0.000075	0.000019	0.0000000109	0.0007221522	0.0000812564	47.0	15.9	63.0	0.0000003318	0.0000400738	0.0000453248
283	-0.418208	-0.838690	0.002274	0.250000	0.000084	0.000075	0.000020	0.0000000110	0.0007249857	0.0000813118	47.1	15.8	63.1	0.0000003326	0.0000401012	0.0000453115
284	-0.418212	-0.838704	0.002281	0.250000	0.000082	0.000075	0.000021	0.0000000110	0.0007281239	0.0000813583	48.0	15.2	63.3	0.0000003332	0.0000401432	0.0000452913
285	-0.418208	-0.838701	0.002286	0.250000	0.000087	0.000075	0.000022	0.0000000111	0.0007304766	0.0000813794	43.1	16.1	59.3	0.0000003340	0.0000401525	0.0000452670
286	-0.418202	-0.838697	0.002292	0.250000	0.000084	0.000075	0.000023	0.0000000111	0.0007335017	0.0000814237	43.1	15.1	58.3	0.0000003345	0.0000401998	0.0000452506
287	-0.418198	-0.838694	0.002297	0.250000	0.000088	0.000075	0.000023	0.0000000111	0.0007355499	0.0000814438	43.3	15.3	58.7	0.0000003352	0.0000402037	0.0000452288
288	-0.418202	-0.838708	0.002303	0.250000	0.000084	0.000075	0.000023	0.0000000112	0.0007385278	0.0000814910	49.0	15.3	64.4	0.0000003356	0.0000402536	0.0000452155
289	-0.418198	-0.838704	0.002307	0.250000	0.000089	0.000075	0.000023	0.0000000112	0.0007405352	0.0000815136	45.4	16.1	61.6	0.0000003363	0.0000402571	0.0000451953
290	-0.418202	-0.838718	0.002314	0.250000	0.000084	0.000075	0.000023	0.0000000112	0.0007435091	0.0000815615	44.5	15.6	60.2	0.0000003368	0.0000403076	0.0000451829
291	-0.418198	-0.838715	0.002318	0.250000	0.000090	0.000075	0.000024	0.0000000113	0.0007454506	0.0000815793	42.6	16.0	58.7	0.0000003375	0.0000403089	0.0000451612
292	-0.418202	-0.838729	0.002324	0.125000	0.000085	0.000075	0.000024	0.0000000113	0.0007484081	0.0000816287	43.9	16.2	60.2	0.0000003379	0.0000403603	0.0000451503
293	-0.418202	-0.838730	0.002326	0.125000	0.000083	0.000075	0.000017	0.0000000113	0.0007493348	0.0000816373	45.2	15.1	60.4	0.0000003382	0.0000403601	0.0000451398
294	-0.418200	-0.838731	0.002330	0.125000	0.000080	0.000075	0.000018	0.0000000114	0.0007511563	0.0000816817	53.7	15.6	69.4	0.0000003386	0.0000403872	0.0000451381
295	-0.418200	-0.838734	0.002334	0.125000	0.000083	0.000075	0.000018	0.0000000114	0.0007526613	0.0000817006	47.3	19.1	66.5	0.0000003390	0.0000403985	0.0000451257
